JourneyCode,HolidayType,Price,NumberOfPersons,Region,Transportation,Duration,Season,Accommodation,Hotel
1419,Bathing,6132,4,Lanzarote,Plane,7,January,FourStars,"Hotel La Geria, Lanzarote"
1420,Bathing,4288,2,Lanzarote,Plane,14,February,FourStars,"Hotel La Geria, Lanzarote"
1421,Active,4088,2,Lanzarote,Plane,14,January,FourStars,"Hotel La Geria, Lanzarote"
1422,Recreation,5360,3,Lanzarote,Plane,14,March,FourStars,"Hotel La Geria, Lanzarote"
1423,Bathing,3627,4,Lanzarote,Plane,14,April,TwoStars,"Bung. Playa Roca, Lanzarote"
1424,Bathing,2558,2,Lanzarote,Plane,14,November,TwoStars,"Bung. Playa Roca, Lanzarote"
1425,Active,6045,5,Lanzarote,Plane,7,December,TwoStars,"Bung. Playa Roca, Lanzarote"
1426,Active,3102,3,Lanzarote,Plane,14,January,TwoStars,"Bung. Playa Roca, Lanzarote"
1427,Bathing,3328,2,Lanzarote,Plane,14,February,ThreeStars,"Hotel Lanzarote Gardens, Lanzarote"
1428,Bathing,3827,3,Lanzarote,Plane,14,March,ThreeStars,"Hotel Lanzarote Gardens, Lanzarote"
1429,Active,2988,2,Lanzarote,Plane,14,April,ThreeStars,"Hotel Lanzarote Gardens, Lanzarote"
1430,Recreation,3436,3,Lanzarote,Plane,14,November,ThreeStars,"Hotel Lanzarote Gardens, Lanzarote"
1431,Bathing,3658,2,Lanzarote,Plane,14,December,FourStars,"Hotel Lanzarote Princess, Lanzarote"
1432,Active,4247,3,Lanzarote,Plane,14,January,FourStars,"Hotel Lanzarote Princess, Lanzarote"
1433,Recreation,3658,2,Lanzarote,Plane,14,February,FourStars,"Hotel Lanzarote Princess, Lanzarote"
1434,Bathing,2688,4,Lanzarote,Plane,14,March,FourStars,"Bung. Atlantic Gardens, Lanzarote"
1435,Active,2548,2,Lanzarote,Plane,14,April,FourStars,"Bung. Atlantic Gardens, Lanzarote"
1436,Bathing,2278,2,TurkishRiviera,Plane,14,November,FiveStars,"Hotel Favori Aqua Resort, Turk. Riviera"
1437,Bathing,2181,3,TurkishRiviera,Plane,7,December,FiveStars,"Hotel Favori Aqua Resort, Turk. Riviera"
1438,Active,2278,2,TurkishRiviera,Plane,14,January,FiveStars,"Hotel Favori Aqua Resort, Turk. Riviera"
1439,Recreation,2378,2,TurkishRiviera,Plane,14,February,FiveStars,"Hotel Favori Aqua Resort, Turk. Riviera"
1440,Bathing,2358,2,TurkishRiviera,Plane,14,November,FiveStars,"Club-Hotel Sera, Turk. Riviera"
1441,Bathing,3065,3,TurkishRiviera,Plane,14,December,FiveStars,"Club-Hotel Sera, Turk. Riviera"
1442,Recreation,2418,2,TurkishRiviera,Plane,14,March,FiveStars,"Club-Hotel Sera, Turk. Riviera"
1443,Bathing,1518,2,TurkishRiviera,Plane,14,December,ThreeStars,"Hotel Santana, Turk. Riviera"
1444,Bathing,1817,4,TurkishRiviera,Plane,7,November,ThreeStars,"Hotel Santana, Turk. Riviera"
1445,Active,1578,2,TurkishRiviera,Plane,14,February,ThreeStars,"Hotel Santana, Turk. Riviera"
1446,Active,1518,2,TurkishRiviera,Plane,14,January,ThreeStars,"Hotel Santana, Turk. Riviera"
1447,Bathing,2394,3,TurkishRiviera,Plane,14,December,FourStars,"Hotel Sueral, Turk. Riviera"
1448,Bathing,2038,2,TurkishRiviera,Plane,14,January,FourStars,"Hotel Sueral, Turk. Riviera"
1449,Active,2104,3,TurkishRiviera,Plane,7,February,FourStars,"Hotel Sueral, Turk. Riviera"
1450,Recreation,2238,2,TurkishRiviera,Plane,14,March,FourStars,"Hotel Sueral, Turk. Riviera"
1451,Bathing,1498,2,Tunisia,Plane,14,November,ThreeStars,"Hotel Aqua Viva, Tunisia"
1452,Active,1607,3,Tunisia,Plane,7,December,ThreeStars,"Hotel Aqua Viva, Tunisia"
1453,Recreation,1607,3,Tunisia,Plane,14,January,ThreeStars,"Hotel Aqua Viva, Tunisia"
1454,Recreation,1895,4,Tunisia,Plane,7,February,ThreeStars,"Hotel Aqua Viva, Tunisia"
1455,Bathing,1518,2,Tunisia,Plane,14,November,TwoStars,"Hotel Amilcar, Tunisia"
1456,Active,1658,2,Tunisia,Plane,14,March,TwoStars,"Hotel Amilcar, Tunisia"
1457,Recreation,1745,3,Tunisia,Plane,7,November,TwoStars,"Hotel Amilcar, Tunisia"
1458,Active,1518,2,Tunisia,Plane,14,December,TwoStars,"Hotel Amilcar, Tunisia"
1459,Bathing,2118,2,Tunisia,Plane,14,November,FourStars,"Club Calimera, Tunisia"
1460,Active,2078,2,Tunisia,Plane,14,January,FourStars,"Club Calimera, Tunisia"
1461,Active,3297,3,Tunisia,Plane,21,February,FourStars,"Club Calimera, Tunisia"
1462,Active,3957,4,Tunisia,Plane,14,March,FourStars,"Club Calimera, Tunisia"
1463,Bathing,2373,3,Tunisia,Plane,7,November,ThreeStars,"Hotel Quatre Saisons, Tunisia"
1464,Active,2346,4,Tunisia,Plane,14,November,ThreeStars,"Hotel Quatre Saisons, Tunisia"
1465,Recreation,1878,2,Tunisia,Plane,14,December,ThreeStars,"Hotel Quatre Saisons, Tunisia"
1466,Recreation,1765,3,Tunisia,Plane,7,January,ThreeStars,"Hotel Quatre Saisons, Tunisia"
1467,Bathing,1438,2,Tunisia,Plane,14,November,TwoStars,"Hotel El Ksar, Tunisia"
1468,Active,1905,3,Tunisia,Plane,14,February,TwoStars,"Hotel El Ksar, Tunisia"
1469,Recreation,1438,2,Tunisia,Plane,7,March,TwoStars,"Hotel El Ksar, Tunisia"
1470,Recreation,1438,2,Tunisia,Plane,14,November,TwoStars,"Hotel El Ksar, Tunisia"
